country,iso3c,year,gini_mkt,gini_net,abs_red,abs_red_se,country_std,v2x_libdem,v2x_polyarchy,v2juncind,v2x_rule,v2cacamps,gdppc,log_gdppc,gdp_growth,gdp_growth_lag1,gdp_innovation,secular_erosion,country_name
Argentina,ARG,2004,49.33585020424088,41.92226827689571,7.137114897251512,1.2,Argentina,0.5898085344913747,0.574963944087542,0.48759647437585335,0.5064487273919159,0.3717392949063303,12830.207019792231,9.459557593082952,3.187123606807063,0.6526904189765759,1.486773623931099,False,Argentina
Argentina,ARG,2005,48.663570686194824,42.5125865398368,6.779884512857866,1.2,Argentina,0.5816476084123652,0.5826653624494855,0.5269496808585369,0.4992795311086804,0.7803761235709804,13318.094569620798,9.496878883532936,3.7321290449984446,3.187123606807063,1.564363501519383,False,Argentina
Argentina,ARG,2006,48.269087301025806,42.65910128750758,6.144215516760609,1.2,Argentina,0.5572650374088469,0.5385392647607115,0.4936219580533289,0.47008280179281514,0.2282353634936991,13132.317434573459,9.48283145092859,-1.404743260434671,3.7321290449984446,-3.6730220167485226,False,Argentina
Argentina,ARG,2007,49.33275094344764,42.46626872890758,6.215328670644129,1.2,Argentina,0.5789674523985094,0.5461036761754261,0.5175536190700172,0.5253517378532934,0.057844449447160606,13665.543787829678,9.522632891776743,3.980144084815329,-1.404743260434671,2.6592385162894274,False,Argentina
Argentina,ARG,2008,48.50249933032533,42.85849844246076,6.139920654464599,1.2,Argentina,0.5853709083306115,0.5864034358648356,0.5227192656809908,0.48456493870761064,0.22538126800676583,14178.999868040382,9.559517266430865,3.6884374654121643,3.980144084815329,1.3744182692119322,False,Argentina
Argentina,ARG,2009,48.44435144337964,43.18960942817195,5.745250949813302,1.2,Argentina,0.5762480361967606,0.5698937342616359,0.5442561084771599,0.500964651981749,0.5782983994203607,14660.70447654798,9.592926028620857,3.340876218999256,3.6884374654121643,1.0806553291401273,False,Argentina
Argentina,ARG,2010,48.83095857237248,42.93988749900586,5.971510070345842,1.2,Argentina,0.583257073578132,0.5758653629997892,0.4989688285192262,0.5273306486996424,0.674130295536063,14330.298604041061,9.570131358291164,-2.279467032969329,3.340876218999256,-4.475588566958254,False,Argentina
Argentina,ARG,2011,48.908671971143,42.765456052276306,6.1526141620500905,1.2,Argentina,0.5718914248878966,0.5467398677096043,0.5100218852169673,0.4954348786436388,0.4699882681579366,14806.314853805781,9.602809048061676,3.267768977051233,-2.279467032969329,2.108185279022984,False,Argentina
Argentina,ARG,2012,49.14311053816794,43.59392947954071,5.405957901034697,1.2,Argentina,0.5833006500081261,0.5956991766560422,0.5031889826843574,0.4926891230203252,0.9579341210567704,15139.129164495984,9.62503800647957,2.2228958417894518,3.267768977051233,0.040257189355014766,False,Argentina
Argentina,ARG,2013,48.41415534098552,42.337804652327506,6.2674285737006965,1.2,Argentina,0.5639233897288194,0.5676182013067339,0.5480031751405303,0.47947087816069645,0.07623921797356448,15878.318374893493,9.67270983340621,4.767182692663852,2.2228958417894518,2.777245889551223,False,Argentina
Argentina,ARG,2014,49.05105308295758,43.00224665438994,5.9053279305755675,1.2,Argentina,0.5884152834203975,0.5760625512325126,0.5733267525693582,0.46226352953059857,0.43281600220946925,17045.862301097328,9.74366277297249,7.09529395662809,4.767182692663852,4.636124320530603,False,Argentina
Argentina,ARG,2015,49.145194688185455,42.91361726413666,6.034217044182418,1.2,Argentina,0.5657604284754985,0.5604273818908102,0.5005994972219754,0.4926674295995881,0.9606269755131998,18198.87914219831,9.809115285574917,6.545251260242679,7.09529395662809,3.6567172057744943,False,Argentina
Argentina,ARG,2016,49.36651859986528,42.388621308058795,6.7402903743380005,1.2,Argentina,0.5804796144598154,0.5871164917249857,0.5139561247848733,0.46106041328867176,0.593560935378786,18624.3566553423,9.832225500656127,2.3110215081210583,6.545251260242679,-0.47607033176394964,False,Argentina
Argentina,ARG,2017,49.25815891238843,42.59097244728581,6.72079080227401,1.2,Argentina,0.5818970616761039,0.5686574181201717,0.5322250996323543,0.4949954579730033,0.7573102071344389,18995.796340629557,9.851972988440219,1.9747487784091078,2.3110215081210583,-0.03144069529262783,False,Argentina
Argentina,ARG,2018,49.224181615343035,42.557259170295644,6.454222843991987,1.2,Argentina,0.5791511018149764,0.5542846232468545,0.502006224240368,0.5088954830283173,0.6406151835488874,19735.8430944677,9.890191707958078,3.8218719517859157,1.9747487784091078,1.8776999371470455,False,Argentina
Argentina,ARG,2019,49.17359849014455,42.29692980346519,6.720662775801007,1.2,Argentina,0.5704356362318199,0.5798837617894275,0.5430743931793572,0.4919825577727601,0.4988956645359419,19470.372349414592,9.876649222447098,-1.354248551098003,3.8218719517859157,-3.639078239307646,False,Argentina
Argentina,ARG,2020,49.44348368071482,42.66520986677067,6.1546516964867966,1.2,Argentina,0.5861848838045647,0.5820353333508872,0.5401389000809326,0.47286924710156786,0.22207587069332058,19012.419568560963,9.852847706108157,-2.380151633894023,-1.354248551098003,-3.710369743379938,False,Argentina
Argentina,ARG,2021,49.26368620831027,42.40490174959744,6.295623616383649,1.2,Argentina,0.588823330623234,0.5797815239665723,0.5205401546057206,0.5058173956227899,0.4287020209864336,19123.14946369539,9.858654893944964,0.5807187836806449,-2.380151633894023,-0.5602960487679984,False,Argentina
Argentina,ARG,2022,49.00980856757598,42.84840438278678,5.927934453771912,1.2,Argentina,0.5798025090646537,0.5700709112511776,0.5058988440643135,0.49961200641114056,0.28888493890916567,20205.846106000397,9.913727252706096,5.507235876113192,0.5807187836806449,3.820159339316178,False,Argentina
Australia,AUS,1990,46.012789307331325,34.34369901006149,11.638960049770082,1.2,Australia,0.8640860730770177,0.85792990365424,0.7609057498003713,0.7167395436697959,0.0006533907612995549,35990.5191342956,10.491010825372925,,,,False,Australia
Australia,AUS,1991,45.540140536494185,33.65305047887775,12.24354667613137,1.2,Australia,0.8629618480473101,0.8704661871904534,0.8037460460900095,0.7472953894900463,0.1520485674244918,38452.32268745345,10.557174381105488,6.6163555732563495,,,False,Australia
Australia,AUS,1992,45.51735798721901,34.51992562439189,11.613785444259454,1.2,Australia,0.8391297298139793,0.8274373752008353,0.7545955781751633,0.6950666020022457,0.9207396503426354,39660.78855790183,10.588118284828766,3.0943903723278154,6.6163555732563495,0.7410986070682353,False,Australia
Australia,AUS,1993,45.41174632045914,34.59261546233375,11.548578487006019,1.2,Australia,0.8534380404511156,0.8387801827365711,0.7667026722275795,0.7432220856277902,0.4662994129398188,40155.31402612151,10.600510064941169,1.2391780112402273,3.0943903723278154,-1.4810111250843732,False,Australia
Australia,AUS,1994,45.733760852577355,33.39638747071679,12.371644672129817,1.2,Australia,0.8539313482214282,0.8630850799424993,0.7135881165447807,0.7158470424651814,0.5969106905466561,41889.43579335057,10.64278894508338,4.227888014221115,1.2391780112402273,1.3144338967800313,False,Australia
Australia,AUS,1995,45.80673752488406,33.90065447290962,12.217086182733413,1.2,Australia,0.8717166231178055,0.8644099040575561,0.7725576309292186,0.7187590582124161,0.5105807574595599,44765.8264580744,10.709200325046261,6.641137996288116,4.227888014221115,4.0390298974506,False,Australia
Australia,AUS,1996,46.084351949693044,33.29657275881075,12.563915799869992,1.2,Australia,0.8676820721663173,0.8719900022754431,0.7910792377431775,0.8160545154700962,0.05024300982298213,44993.469441779554,10.71427263470501,0.5072309658748608,6.641137996288116,-1.843479114064098,False,Australia
Australia,AUS,1997,46.08721995336005,34.028620145930056,11.900462344619676,1.2,Australia,0.8605633628681212,0.8503204482211585,0.7984997881650274,0.7271057702079848,0.16067958471184518,46826.62380545621,10.754207204884132,3.9934570179122275,0.5072309658748608,1.0037530140064619,False,Australia
Australia,AUS,1998,45.729689791223514,33.566835704678944,12.748299813755189,1.2,Australia,0.8595448775469876,0.8510601508790268,0.7621937312275138,0.7372033206263996,0.6083195000077717,50492.9051908135,10.829588114122608,7.538090923847562,3.9934570179122275,4.91156119920318,False,Australia
Australia,AUS,1999,46.33299089293171,33.738417150052015,12.53293548144078,1.2,Australia,0.8518540520682956,0.8409288713057748,0.7910933600628053,0.7143327838051371,0.3920935769045727,49811.405225196315,10.815999257377804,-1.358885674480348,7.538090923847562,-3.6161565373015816,False,Australia
Australia,AUS,2000,46.184870618965995,33.01804054515542,12.516539495455518,1.2,Australia,0.8546466491298378,0.8618157214940302,0.7545628587025446,0.7416080887588345,0.6773931298888728,49986.86053731444,10.819515460621426,0.3516203243622229,-1.358885674480348,-2.8324846035692843,False,Australia
Australia,AUS,2001,46.46496716983874,33.0856332761211,12.82722070624555,1.2,Australia,0.8674285947957723,0.869705982801966,0.7678858989806462,0.7339898758822034,0.019155485551252904,50090.05079200811,10.821577680366083,0.20622197446567014,0.3516203243622229,-2.799692619841635,False,Australia
Australia,AUS,2002,46.63206541998344,33.1190541978713,12.765576107499038,1.2,Australia,0.8609806753953895,0.8868981110326497,0.7605059601036759,0.7467336803436267,0.34508374551323373,50853.93337775181,10.836712751046642,1.5135070680559082,0.20622197446567014,-1.5075542608983414,False,Australia
Australia,AUS,2003,45.54334021744257,33.44112896772297,12.764387246387797,1.2,Australia,0.86505404273431,0.8689709476745237,0.7924490523626434,0.7060514415303666,0.6784999682926378,51550.67233403487,10.850320531727366,1.360778068072399,1.5135070680559082,-1.5240980811008877,False,Australia
Australia,AUS,2004,45.92721428577992,33.363275970027956,12.445121709831797,1.2,Australia,0.868691545924969,0.8595807554044916,0.7640375747679056,0.7574938252009787,0.28161604210563174,53046.87199474705,10.87893117896248,2.8610647235113973,1.360778068072399,-0.03972182380113454,False,Australia
Australia,AUS,2005,46.298661798448805,33.38900787193827,12.585044887424035,1.2,Australia,0.8699125865819208,0.8906801396772238,0.7611549381831477,0.7138382886775758,0.07893940294655555,52802.25877851565,10.874309248675448,-0.4621930287031617,2.8610647235113973,-3.2066886423121526,False,Australia
Australia,AUS,2006,45.70851436809611,33.74655994034128,12.401378561341303,1.2,Australia,0.8436051583747457,0.8357557362535283,0.7791760527488601,0.7077344770339699,0.9354845135274957,52871.96279393129,10.875628473449241,0.1319224773792982,-0.4621930287031617,-2.958770348041301,False,Australia
Australia,AUS,2007,45.887168742832124,33.25808550843218,12.650298131234194,1.2,Australia,0.8553156615171963,0.832221766664539,0.7478760773052919,0.7329861492209429,0.9680763814507335,54407.29662758869,10.904253553033135,2.8625079583893154,0.1319224773792982,-0.16629344992325867,False,Australia
Australia,AUS,2008,45.83947385398699,33.969720854607935,11.949646610006052,1.2,Australia,0.860852094496339,0.8010293750783246,0.7710289618834654,0.6991148154475854,0.6619136326370115,55748.29262525036,10.928602063297346,2.4348510264211143,2.8625079583893154,-0.30949423956876965,False,Australia
Australia,AUS,2009,45.876839803595495,34.57657539749329,11.441343155980395,1.2,Australia,0.868247490065723,0.8845676270412115,0.7987267132191762,0.741343600297011,0.8174078473061094,58325.11218712194,10.97378802037037,4.518595707302353,2.4348510264211143,1.729699687654966,False,Australia
Australia,AUS,2010,45.447284661390796,34.2520324826965,11.364648023799857,1.2,Australia,0.8505108347917516,0.8854580987500628,0.7841035825977842,0.7182031038286099,0.8955628481318387,60207.88476345888,11.005558598857478,3.1770578487108736,4.518595707302353,0.6052339469777941,False,Australia
Australia,AUS,2011,45.95361677241403,34.00533656040176,11.756887408878718,1.2,Australia,0.8572984000761733,0.8691769347646262,0.7494803345183243,0.7471830492364354,0.19060983307444979,62806.18005739524,11.047808756171735,4.225015731425685,3.1770578487108736,1.5134384007343513,False,Australia
Australia,AUS,2012,45.867847641745605,34.21048128168353,12.054019584621097,1.2,Australia,0.8547102229193598,0.8335790700641548,0.7937008619693304,0.7213266014740592,0.1198910934727121,61908.77011077083,11.033417130555506,-1.4391625616228865,4.225015731425685,-4.041569877785525,False,Australia
Australia,AUS,2013,45.86169211582575,33.96397624586389,11.949377222811503,1.2,Australia,0.8622931412843464,0.8965464955411178,0.7748105366852606,0.6959365372577975,0.29994206977702265,62434.84054513864,11.04187874061211,0.846161005660484,-1.4391625616228865,-2.3463066905465633,False,Australia
Australia,AUS,2014,45.72771474816982,33.95810017098839,12.049195980134453,1.2,Australia,0.8463168496116719,0.886062369596288,0.7799124190939992,0.7214843979953507,0.34395768655768555,67145.63658104859,11.1146192196621,7.274047904998859,0.846161005660484,4.319651615246409,False,Australia
Australia,AUS,2015,46.22864477258761,33.334013639709354,12.60997263491447,1.2,Australia,0.8685217888480802,0.8935509172843654,0.819857983009142,0.7544413069540905,0.8983864665840349,69278.33921342452,11.14588757085638,3.126835119427973,7.274047904998859,0.8420578265494179,False,Australia
Australia,AUS,2016,46.06523212459098,34.52893543390802,11.463899616758798,1.2,Australia,0.8434511256377171,0.8242501997321278,0.756651834402031,0.7188009042775925,0.5768573811327002,72217.25029116496,11.187434220043542,4.1546649187163,3.126835119427973,1.4378556830258056,False,Australia
Australia,AUS,2017,46.032131509002845,34.30966352336633,11.859928225326405,1.2,Australia,0.8497190359217807,0.8477766719002778,0.76772533384653,0.7086723620748793,0.7388666771330327,74252.47988029168,11.215226455168377,2.7792235124834974,4.1546649187163,0.16948746739742848,False,Australia
Australia,AUS,2018,46.24459482165149,34.3265301171164,11.533116493630244,1.2,Australia,0.8607203686128374,0.8564761892148144,0.755609962551109,0.7331619236912891,0.17252387694636206,76684.99674266666,11.24746135860808,3.223490343970248,2.7792235124834974,0.47046900013456483,False,Australia
Australia,AUS,2019,46.32719798082644,35.13361648495387,11.308511690524778,1.2,Australia,0.8425566928072175,0.8542015823584926,0.7569815311086795,0.7251862999928279,0.3475187953137546,77687.49038434078,11.260449524479489,1.2988165871409052,3.223490343970248,-1.4079236825714725,False,Australia
Australia,AUS,2020,45.835578120026554,35.09895833387223,11.147416692985633,1.2,Australia,0.8558639446657835,0.8936176978125874,0.7814086126898804,0.7007747215839182,0.2528581182501112,87565.25097674751,11.380139519879183,11.968999539969438,1.2988165871409052,9.061758214382815,False,Australia
Australia,AUS,2021,46.302600506786455,34.28554977424083,11.811340913608863,1.2,Australia,0.8413445489892187,0.8619176365783365,0.7658013540943664,0.7238106389555138,0.4773503981224013,88275.87121313057,11.38822209005551,0.8082570176327408,11.968999539969438,-0.9874281593742593,False,Australia
Australia,AUS,2022,46.45651013582109,34.29291625301932,11.778842963761933,1.2,Australia,0.8471283643141575,0.8191860006118977,0.7507435413558217,0.7408266866874202,0.20905937370684602,89939.90347092644,11.406896987063353,1.8674897007842972,0.8082570176327408,-1.0908552008274053,False,Australia
Austria,AUT,1990,49.15509714164834,28.554520722118237,20.35445581107403,1.2,Austria,0.8150274235482136,0.8406462150815481,0.720216235230803,0.7072113797247443,0.6392018293899598,31957.67243240786,10.372167569706502,,,,False,Austria
Austria,AUT,1991,48.70156806429141,28.364595093323505,20.42652160901481,1.2,Austria,0.8378117385661069,0.8184840571807429,0.7592541008489865,0.7326039972481506,0.12711049086702397,32422.88589804645,10.386619807307204,1.4452237600702134,,,False,Austria
Austria,AUT,1992,48.530888464437055,28.02597000698439,21.01791052696639,1.2,Austria,0.8181694381526561,0.8131141730507324,0.756940756356497,0.7113780609711725,0.10579652027279896,33297.85229521804,10.413248178249503,2.662837094229964,1.4452237600702134,1.0679608093368163,False,Austria
Austria,AUT,1993,48.79949848949359,27.572495343025,21.486724774899653,1.2,Austria,0.8436067603610771,0.8441378274370664,0.7597032345218719,0.7318160041793724,0.950279223611407,34470.24618388376,10.447851801460567,3.4603623211063805,2.662837094229964,1.9198106892797564,False,Austria
Austria,AUT,1994,49.2233000766249,28.493123695442065,20.661922141928077,1.2,Austria,0.8067968440176957,0.822449440544026,0.7256325029385323,0.7098263423747028,0.47190251056452304,34856.558678404195,10.45899659585348,1.114479439291216,3.4603623211063805,-0.39049005816944415,False,Austria
Austria,AUT,1995,48.89274096743364,28.19603330278009,20.5304159174605,1.2,Austria,0.842086820108353,0.8414115244803999,0.7510955326789597,0.7391094969561641,0.333299859870525,35523.421171084774,10.477947509221458,1.8950913367978828,1.114479439291216,0.2854586674467403,False,Austria
Austria,AUT,1996,48.66280847127117,27.826298913126468,21.261685880211065,1.2,Austria,0.857552177437199,0.851439965154123,0.7864161392210035,0.7159061542742515,0.4864827657324229,36195.1967295085,10.496681701980007,1.8734192758548929,1.8950913367978828,0.2986141410928933,False,Austria
Austria,AUT,1997,49.08503243072339,28.798754728291627,19.99442304380243,1.2,Austria,0.8226673131619582,0.8164772979218823,0.722710520384562,0.6888553326340554,0.4606727916549932,35776.477321703795,10.48504589837858,-1.1635803601427241,1.8734192758548929,-2.7393524087507988,False,Austria
Austria,AUT,1998,49.18056869458193,28.193982615482977,20.67025974974859,1.2,Austria,0.8348618479156193,0.7958744128091709,0.7103685139783734,0.7244161806223078,0.44730275625260063,36839.319144195986,10.514321008770555,2.9275110391974835,-1.1635803601427241,1.216241171240559,False,Austria
Austria,AUT,1999,48.80511888712155,28.69370419884399,20.05563474868698,1.2,Austria,0.8290079964706843,0.8365381992340968,0.7288975153559593,0.6884372843215671,0.45776461270413416,39569.391840452154,10.585811165053684,7.149015628312938,2.9275110391974835,5.6202726058639625,False,Austria
Austria,AUT,2000,49.081996376961065,28.817088930458493,20.630677402824393,1.2,Austria,0.8226097134197676,0.8356563201833013,0.7688948493635752,0.6908295613536315,0.3387329557744314,42416.76032272604,10.655298853743622,6.94876886899376,7.149015628312938,5.60837116585807,False,Austria
Austria,AUT,2001,48.90459176985788,29.64897169421024,19.44496764968683,1.2,Austria,0.8161112299036698,0.8221123664138956,0.7273976738034929,0.7019910350588368,0.8743980317083307,41386.373276996994,10.630706957733723,-2.4591896009898306,6.94876886899376,-3.8085214504776674,False,Austria
Austria,AUT,2002,49.10848015655308,27.76237695632044,21.288914825851265,1.2,Austria,0.8432041400978383,0.82571542713104,0.7714358520392911,0.7111333698172319,0.12663712551837436,42922.59144261674,10.667153573361276,3.644661562755225,-2.4591896009898306,1.8755872009214563,False,Austria
Austria,AUT,2003,49.05128660565625,28.040591728085904,20.93680019773982,1.2,Austria,0.8297119730532557,0.8031419224729532,0.7603450848659866,0.7012781822249143,0.5448246756734317,44650.87445564191,10.7066291707857,3.947559742442408,3.644661562755225,2.4508128819077024,False,Austria
Austria,AUT,2004,48.90370604788488,29.207772247227975,19.79326504250383,1.2,Austria,0.8392350861604736,0.8182226197239175,0.7726870275562416,0.6896230946942055,0.052023755029446894,44994.00241060678,10.714284480105626,0.7655309319925863,3.947559742442408,-0.7177019187457803,False,Austria
Austria,AUT,2005,48.593020044718266,28.48776396895599,20.2037391094837,1.2,Austria,0.830505363427929,0.8603014160593561,0.7312450554376698,0.6966363698696488,0.28467473884646366,44592.38589823421,10.705318403663343,-0.8966076442282755,0.7655309319925863,-2.521808890290317,False,Austria
Austria,AUT,2006,48.80685279580825,28.15885403066834,20.96808809774966,1.2,Austria,0.84350852330699,0.8304349404942416,0.74303013239393,0.7184961436110434,0.01802900895891224,43717.28576827529,10.6854988582104,-1.9819545452943288,-0.8966076442282755,-3.6813132426329647,False,Austria
Austria,AUT,2007,48.632708976987324,27.58485503752643,21.32281652188938,1.2,Austria,0.8280151554148494,0.8103772229839867,0.7489508339180058,0.7155952456780751,0.8018258998755151,44008.39421817423,10.692135672390428,0.6636814180028594,-1.9819545452943288,-1.0841007748766887,False,Austria
Austria,AUT,2008,48.78262785154363,28.191703799025582,20.84062867825033,1.2,Austria,0.8082178868026857,0.7976285475325455,0.7161592561353831,0.6965724228508712,0.5122605638762605,45350.6623044509,10.722180059724423,3.0044387333994393,0.6636814180028594,1.3746934014956445,False,Austria
Austria,AUT,2009,48.79204391615727,29.89853371329148,19.066713808836088,1.2,Austria,0.8533801140420633,0.8486607157411412,0.7702474530095501,0.7377083187992134,0.5402172667786186,46042.634261929576,10.737323078008938,1.5143018284515364,3.0044387333994393,-0.01100901221896633,False,Austria
Austria,AUT,2010,48.99059358979705,28.79440624703487,19.91690439357776,1.2,Austria,0.838707466445884,0.8576837283753164,0.7574505202905832,0.7100708314116624,0.15478603484611198,46119.617884925814,10.738993689112892,0.1670611103953945,1.5143018284515364,-1.4247332091528924,False,Austria
Austria,AUT,2011,48.95041960899327,27.680330882188226,21.206431262839775,1.2,Austria,0.819534626535144,0.8029562978550199,0.7102783503444936,0.6823938309683482,0.48895092643845206,45313.69144713459,10.721364505257078,-1.762918385581358,0.1670611103953945,-3.414820772733881,False,Austria
Austria,AUT,2012,49.26682403695736,27.69462641048877,21.28553124246602,1.2,Austria,0.8319091652414371,0.8311825530805903,0.7516569546850271,0.6966801590548217,0.05450927741371958,46696.7327256203,10.751429478160645,3.006497290356691,-1.762918385581358,1.2684875458001095,False,Austria
Austria,AUT,2013,49.17162871707954,28.42329532127037,20.6518507382521,1.2,Austria,0.8304460772443428,0.8555876726139643,0.7992876732153908,0.7286299459207041,0.17081370630621073,49124.78880773256,10.802119050083085,5.068957192244028,3.006497290356691,3.54373819550245,False,Austria
Austria,AUT,2014,49.17662068686435,28.551766567737815,20.42854995053063,1.2,Austria,0.8239199385706267,0.8036303440364785,0.7147265032910854,0.7089762816002178,0.11633172713326123,48741.23920036397,10.794280751565966,-0.7838298517119924,5.068957192244028,-2.2170307869800867,False,Austria
Austria,AUT,2015,48.804377629179164,28.143961241462105,20.730357202798523,1.2,Austria,0.835841314848188,0.8481186417710036,0.7373659725555086,0.7021776643868561,0.14562864670542341,50371.77348654958,10.827186247302905,3.2905495736939017,-0.7838298517119924,1.596222534830231,False,Austria
Austria,AUT,2016,48.7527680502208,28.29995643646646,20.68509105085088,1.2,Austria,0.8399378221453043,0.8674161098495333,0.7388963046092918,0.7234544610373488,0.24344261676541068,48539.033918485606,10.790123576290721,-3.70626710121833,3.2905495736939017,-5.218812910740176,False,Austria
Austria,AUT,2017,48.934121803222375,28.777667876842695,20.19086855658761,1.2,Austria,0.8257527778386128,0.8357521116838098,0.7471977996689245,0.6934355719689667,0.40252635549014204,48552.43150399071,10.790399554936872,0.027597864615103163,-3.70626710121833,-1.7971157142396676,False,Austria
Austria,AUT,2018,48.63526051044734,27.354340553493156,21.48073493226592,1.2,Austria,0.8322749587573205,0.8449943137715552,0.7326059426450299,0.6830480256132786,0.40226041368354204,50586.20175520508,10.831434125503293,4.103457056642057,0.027597864615103163,2.445332421235515,False,Austria
Austria,AUT,2019,48.8813069337622,25.924542600983557,22.973461963749592,1.2,Austria,0.8299489542443473,0.8168006783701297,0.7418709717665156,0.6861219527448063,0.3507097879920843,49901.6178632231,10.817808703322704,-1.3625422180588487,4.103457056642057,-2.838819603322009,False,Austria
Austria,AUT,2020,49.02335701728019,27.494965522377026,21.430911866915,1.2,Austria,0.8367091124827687,0.8487849228883265,0.7452006659267545,0.6908474594288143,0.3733531610318317,49994.77910656493,10.819673861089656,0.18651577669519526,-1.3625422180588487,-1.533630910857519,False,Austria
Austria,AUT,2021,48.75451898832446,28.397266051832382,20.259484212670706,1.2,Austria,0.8338095283569341,0.8249105757476908,0.7323986733833576,0.7208055625623404,0.36672190859379905,53121.402839740105,10.880335192682256,6.066133159260012,0.18651577669519526,4.4150987553724645,False,Austria
Austria,AUT,2022,49.682961606862925,27.800171603658836,21.21215046557906,1.2,Austria,0.8326784363786633,0.8162077369661463,0.7390455399635729,0.7342821927306046,0.5785639322793544,53015.93988772469,10.878347899915841,-0.1987292766415294,6.066133159260012,-1.5874405229955308,False,Austria
Belgium,BEL,1990,50.16558646889168,27.77295969747232,21.874117092050827,1.2,Belgium,0.8211265768875065,0.8382583457252335,0.7305843642526404,0.6753367428684627,0.8431448650297454,33650.00109559283,10.423768367631352,,,,False,Belgium
Belgium,BEL,1991,50.13088383596986,27.761054386886833,22.195013278725455,1.2,Belgium,0.8335111408998671,0.8593660466902312,0.7834346834527498,0.714589332295514,0.7569268451270138,34651.6460366328,10.453100508154465,2.933214052311328,,,False,Belgium
